Unnamed: 0,InvoiceNo,Store,ItemCategory,Price,Quantity,TotalAmount,Date,PaymentMethod
5021,INV01831,Store B,Dresses,111.97,4,447.88,2021-11-09 18:41:07.972843,Debit Card
1043,INV01461,Store A,Jeans,48.31,3,144.93,2021-11-09 18:41:07.972843,Online Payment
8000,INV00201,Store B,Accessories,42.4,2,84.8,2021-11-09 18:41:07.972843,Cash
9179,INV01381,Store C,Shoes,139.44,1,139.44,2021-11-09 18:41:07.972843,Debit Card
1887,INV00011,Store C,Dresses,73.35,1,73.35,2021-11-09 18:41:07.972843,Credit Card
3108,INV01555,Store B,Shoes,45.2,2,90.4,2021-11-09 18:41:07.972843,Online Payment
7112,INV00781,Store A,Accessories,20.02,4,80.08,2021-11-09 18:41:07.972843,Debit Card
5197,INV01879,Store B,Jackets,39.52,1,39.52,2021-11-10 18:41:07.972843,Debit Card
6985,INV00981,Store A,Dresses,125.46,3,376.38,2021-11-10 18:41:07.972843,Debit Card
5572,INV00315,Store B,Dresses,107.61,2,215.22,2021-11-10 18:41:07.972843,Online Payment
975,INV00869,Store B,Jackets,119.0,4,476.0,2021-11-10 18:41:07.972843,Cash
6894,INV00056,Store C,T-Shirts,155.95,4,623.8,2021-11-10 18:41:07.972843,Credit Card
8054,INV00729,Store A,Jeans,105.48,4,421.92,2021-11-11 18:41:07.972843,Debit Card
8334,INV01111,Store B,Jackets,142.22,3,426.66,2021-11-11 18:41:07.972843,Online Payment
4855,INV00695,Store C,Dresses,95.25,1,95.25,2021-11-11 18:41:07.972843,Online Payment
3136,INV00517,Store B,Accessories,180.35,4,721.4,2021-11-11 18:41:07.972843,Credit Card
6756,INV00918,Store C,Shoes,63.28,2,126.56,2021-11-11 18:41:07.972843,Debit Card
2807,INV00375,Store C,T-Shirts,177.72,3,533.16,2021-11-11 18:41:07.972843,Credit Card
46,INV01807,Store B,Jackets,164.86,1,164.86,2021-11-11 18:41:07.972843,Credit Card
3466,INV00129,Store A,Jackets,36.25,4,145.0,2021-11-11 18:41:07.972843,Cash
1572,INV01823,Store B,Accessories,199.0,1,199.0,2021-11-11 18:41:07.972843,Credit Card
8394,INV00260,Store B,Accessories,166.77,4,667.08,2021-11-11 18:41:07.972843,Debit Card
8827,INV01506,Store B,Jeans,136.32,4,545.28,2021-11-11 18:41:07.972843,Online Payment
9553,INV00993,Store C,Shoes,151.76,4,607.04,2021-11-11 18:41:07.972843,Debit Card
6292,INV00416,Store A,Accessories,158.0,4,632.0,2021-11-12 18:41:07.972843,Online Payment
5549,INV01383,Store C,Accessories,35.24,3,105.72,2021-11-12 18:41:07.972843,Cash
9521,INV01706,Store B,Accessories,72.69,1,72.69,2021-11-12 18:41:07.972843,Cash
2157,INV01597,Store A,Jeans,115.58,4,462.32,2021-11-12 18:41:07.972843,Cash
7242,INV01323,Store A,Jackets,55.08,2,110.16,2021-11-12 18:41:07.972843,Credit Card
7736,INV01013,Store B,Jackets,43.6,3,130.8,2021-11-13 18:41:07.972843,Credit Card
5862,INV01808,Store A,Jackets,19.59,4,78.36,2021-11-13 18:41:07.972843,Debit Card
4171,INV00227,Store A,Jeans,177.45,3,532.3499999999999,2021-11-13 18:41:07.972843,Debit Card
225,INV01013,Store A,Dresses,156.21,4,624.84,2021-11-13 18:41:07.972843,Cash
479,INV00280,Store B,Dresses,75.22,2,150.44,2021-11-13 18:41:07.972843,Online Payment
3269,INV00948,Store B,Jeans,100.57,2,201.14,2021-11-13 18:41:07.972843,Debit Card
737,INV01022,Store C,Jeans,180.52,2,361.04,2021-11-13 18:41:07.972843,Cash
2757,INV00969,Store A,Shoes,56.03,1,56.03,2021-11-13 18:41:07.972843,Credit Card
8618,INV01696,Store A,Jeans,172.02,1,172.02,2021-11-13 18:41:07.972843,Online Payment
5841,INV00891,Store A,Dresses,118.33,4,473.32,2021-11-13 18:41:07.972843,Cash
9019,INV01179,Store C,Accessories,37.8,3,113.4,2021-11-13 18:41:07.972843,Credit Card
532,INV00525,Store A,T-Shirts,132.35,4,529.4,2021-11-13 18:41:07.972843,Debit Card
2791,INV00495,Store B,Shoes,114.21,3,342.63,2021-11-14 18:41:07.972843,Online Payment
5452,INV01356,Store A,Shoes,172.47,3,517.41,2021-11-14 18:41:07.972843,Credit Card
2742,INV01521,Store A,Accessories,163.98,1,163.98,2021-11-14 18:41:07.972843,Online Payment
1440,INV00089,Store C,Jeans,128.96,1,128.96,2021-11-14 18:41:07.972843,Debit Card
792,INV00177,Store C,Jeans,53.88,2,107.76,2021-11-14 18:41:07.972843,Online Payment
8540,INV00623,Store C,Jackets,185.56,4,742.24,2021-11-14 18:41:07.972843,Online Payment
8367,INV00478,Store B,T-Shirts,37.27,4,149.08,2021-11-14 18:41:07.972843,Credit Card
6321,INV00137,Store B,Dresses,149.41,2,298.82,2021-11-14 18:41:07.972843,Debit Card
593,INV01844,Store C,Shoes,182.76,3,548.28,2021-11-14 18:41:07.972843,Cash
5376,INV01126,Store A,T-Shirts,24.33,2,48.66,2021-11-14 18:41:07.972843,Cash
264,INV01851,Store A,Jackets,116.75,2,233.5,2021-11-14 18:41:07.972843,Debit Card
8194,INV00188,Store A,Jeans,46.12,1,46.12,2021-11-15 18:41:07.972843,Credit Card
4518,INV01357,Store A,Accessories,31.54,3,94.62,2021-11-15 18:41:07.972843,Debit Card
853,INV01417,Store C,T-Shirts,56.14,4,224.56,2021-11-15 18:41:07.972843,Debit Card
8921,INV01933,Store A,T-Shirts,174.42,4,697.68,2021-11-16 18:41:07.972843,Debit Card
7743,INV00491,Store C,Shoes,138.59,3,415.77,2021-11-16 18:41:07.972843,Online Payment
8455,INV01185,Store A,Dresses,43.25,2,86.5,2021-11-16 18:41:07.972843,Credit Card
9012,INV00595,Store B,Jeans,96.02,1,96.02,2021-11-16 18:41:07.972843,Online Payment
752,INV01301,Store B,T-Shirts,190.37,1,190.37,2021-11-16 18:41:07.972843,Credit Card
6401,INV00718,Store C,Dresses,38.19,4,152.76,2021-11-16 18:41:07.972843,Cash
2355,INV01562,Store B,Accessories,171.52,1,171.52,2021-11-16 18:41:07.972843,Online Payment
7804,INV00228,Store A,Dresses,21.94,3,65.82000000000001,2021-11-16 18:41:07.972843,Cash
9517,INV01121,Store A,Jackets,54.06,3,162.18,2021-11-16 18:41:07.972843,Cash
4733,INV01573,Store C,Dresses,34.91,1,34.91,2021-11-16 18:41:07.972843,Debit Card
2642,INV00866,Store B,Shoes,68.82,3,206.46,2021-11-17 18:41:07.972843,Online Payment
3791,INV01338,Store A,Accessories,177.87,4,711.48,2021-11-17 18:41:07.972843,Credit Card
1380,INV00172,Store B,T-Shirts,124.04,3,372.12,2021-11-17 18:41:07.972843,Credit Card
9401,INV00988,Store C,Shoes,141.53,3,424.59,2021-11-17 18:41:07.972843,Credit Card
8620,INV00137,Store B,Jeans,21.03,4,84.12,2021-11-17 18:41:07.972843,Debit Card
5623,INV01582,Store B,T-Shirts,140.27,1,140.27,2021-11-17 18:41:07.972843,Debit Card
5837,INV01507,Store A,Dresses,198.07,4,792.28,2021-11-17 18:41:07.972843,Online Payment
8606,INV01579,Store C,Dresses,36.52,1,36.52,2021-11-17 18:41:07.972843,Cash
7560,INV00187,Store A,Dresses,106.85,3,320.54999999999995,2021-11-17 18:41:07.972843,Cash
5092,INV01367,Store A,Shoes,97.18,4,388.72,2021-11-18 18:41:07.972843,Online Payment
7321,INV00162,Store A,Dresses,131.0,4,524.0,2021-11-18 18:41:07.972843,Cash
3335,INV01154,Store B,Accessories,107.43,1,107.43,2021-11-18 18:41:07.972843,Debit Card
4641,INV01212,Store A,Accessories,57.53,1,57.53,2021-11-18 18:41:07.972843,Online Payment
7890,INV01213,Store B,Shoes,35.48,1,35.48,2021-11-18 18:41:07.972843,Credit Card
4559,INV00639,Store B,Jeans,152.04,2,304.08,2021-11-18 18:41:07.972843,Debit Card
8678,INV00726,Store C,T-Shirts,151.67,2,303.34,2021-11-18 18:41:07.972843,Credit Card
7953,INV00182,Store B,Dresses,187.45,2,374.9,2021-11-19 18:41:07.972843,Debit Card
7334,INV01625,Store A,Shoes,139.04,4,556.16,2021-11-19 18:41:07.972843,Cash
9512,INV01764,Store A,Shoes,149.44,2,298.88,2021-11-19 18:41:07.972843,Cash
5582,INV01016,Store A,Shoes,175.99,3,527.97,2021-11-19 18:41:07.972843,Debit Card
9805,INV01291,Store A,Dresses,35.98,4,143.92,2021-11-19 18:41:07.972843,Debit Card
7687,INV00924,Store A,Shoes,120.61,2,241.22,2021-11-20 18:41:07.972843,Online Payment
9907,INV00378,Store C,T-Shirts,28.79,1,28.79,2021-11-20 18:41:07.972843,Debit Card
767,INV00096,Store C,Jackets,147.89,4,591.56,2021-11-20 18:41:07.972843,Cash
3659,INV01725,Store C,T-Shirts,147.17,1,147.17,2021-11-20 18:41:07.972843,Cash
3679,INV01680,Store A,T-Shirts,193.14,1,193.14,2021-11-20 18:41:07.972843,Credit Card
8884,INV01233,Store A,Jackets,165.71,4,662.84,2021-11-20 18:41:07.972843,Debit Card
3461,INV00192,Store A,Jeans,51.43,2,102.86,2021-11-20 18:41:07.972843,Online Payment
6539,INV01261,Store A,Dresses,28.49,3,85.47,2021-11-20 18:41:07.972843,Debit Card
8681,INV01526,Store B,T-Shirts,80.41,3,241.23,2021-11-20 18:41:07.972843,Online Payment
4504,INV00856,Store C,Jackets,191.35,3,574.05,2021-11-20 18:41:07.972843,Online Payment
8145,INV01959,Store B,Dresses,102.91,2,205.82,2021-11-21 18:41:07.972843,Credit Card
6957,INV00181,Store B,Jackets,87.15,2,174.3,2021-11-21 18:41:07.972843,Online Payment
9723,INV00661,Store C,Accessories,178.16,1,178.16,2021-11-21 18:41:07.972843,Credit Card
7898,INV01908,Store C,T-Shirts,66.63,4,266.52,2021-11-21 18:41:07.972843,Debit Card
4149,INV01186,Store A,Jeans,17.28,4,69.12,2021-11-21 18:41:07.972843,Credit Card
1985,INV00711,Store B,Dresses,149.19,1,149.19,2021-11-21 18:41:07.972843,Online Payment
5794,INV00963,Store C,Dresses,188.76,4,755.04,2021-11-22 18:41:07.972843,Online Payment
4934,INV00019,Store C,Jeans,166.08,1,166.08,2021-11-22 18:41:07.972843,Credit Card
6103,INV01527,Store A,Jackets,79.6,1,79.6,2021-11-22 18:41:07.972843,Online Payment
3150,INV01283,Store C,Jeans,122.25,4,489.0,2021-11-22 18:41:07.972843,Debit Card
4029,INV00032,Store A,T-Shirts,84.58,2,169.16,2021-11-22 18:41:07.972843,Debit Card
2029,INV00183,Store C,Accessories,15.52,4,62.08,2021-11-22 18:41:07.972843,Credit Card
3525,INV01415,Store A,Dresses,95.99,1,95.99,2021-11-22 18:41:07.972843,Cash
7727,INV00978,Store C,Accessories,24.6,3,73.80000000000001,2021-11-22 18:41:07.972843,Debit Card
454,INV00879,Store B,Jeans,156.54,2,313.08,2021-11-22 18:41:07.972843,Debit Card
7234,INV01143,Store C,Accessories,23.03,2,46.06,2021-11-22 18:41:07.972843,Online Payment
7141,INV00849,Store C,T-Shirts,28.6,3,85.80000000000001,2021-11-22 18:41:07.972843,Debit Card
1399,INV01841,Store A,Jeans,145.66,4,582.64,2021-11-22 18:41:07.972843,Debit Card
3503,INV01529,Store C,Jeans,58.87,4,235.48,2021-11-22 18:41:07.972843,Debit Card
9934,INV01840,Store A,Dresses,132.11,2,264.22,2021-11-23 18:41:07.972843,Online Payment
2767,INV00485,Store A,Shoes,98.21,2,196.42,2021-11-23 18:41:07.972843,Debit Card
7288,INV00749,Store B,Jackets,141.47,4,565.88,2021-11-23 18:41:07.972843,Credit Card
3096,INV01859,Store A,Jeans,150.26,3,450.78,2021-11-23 18:41:07.972843,Credit Card
9903,INV00556,Store A,Jackets,146.52,2,293.04,2021-11-23 18:41:07.972843,Debit Card
5001,INV01498,Store C,Shoes,161.63,2,323.26,2021-11-24 18:41:07.972843,Cash
4648,INV01196,Store C,Jeans,60.15,4,240.6,2021-11-24 18:41:07.972843,Debit Card
715,INV01192,Store B,Shoes,81.02,4,324.08,2021-11-24 18:41:07.972843,Debit Card
355,INV00473,Store A,Dresses,59.15,3,177.45,2021-11-24 18:41:07.972843,Online Payment
6599,INV01564,Store B,Jeans,190.61,1,190.61,2021-11-24 18:41:07.972843,Online Payment
6810,INV00660,Store C,Jeans,11.71,4,46.84,2021-11-25 18:41:07.972843,Debit Card
6003,INV01178,Store B,Accessories,189.65,4,758.6,2021-11-25 18:41:07.972843,Cash
2647,INV01442,Store B,Jackets,62.05,3,186.15,2021-11-25 18:41:07.972843,Debit Card
998,INV00709,Store C,Dresses,158.71,1,158.71,2021-11-25 18:41:07.972843,Debit Card
8463,INV01909,Store B,Accessories,31.02,1,31.02,2021-11-25 18:41:07.972843,Credit Card
3094,INV01621,Store B,Shoes,85.42,1,85.42,2021-11-25 18:41:07.972843,Cash
3323,INV00543,Store C,Accessories,73.99,1,73.99,2021-11-25 18:41:07.972843,Credit Card
9980,INV01708,Store A,T-Shirts,99.13,4,396.52,2021-11-25 18:41:07.972843,Debit Card
521,INV00246,Store A,Dresses,157.5,1,157.5,2021-11-25 18:41:07.972843,Debit Card
7319,INV01306,Store B,Jackets,72.26,3,216.78000000000003,2021-11-25 18:41:07.972843,Online Payment
2224,INV00115,Store B,Shoes,35.77,4,143.08,2021-11-25 18:41:07.972843,Cash
6383,INV00025,Store B,Shoes,65.15,1,65.15,2021-11-26 18:41:07.972843,Cash
1187,INV00524,Store A,Dresses,117.97,1,117.97,2021-11-26 18:41:07.972843,Online Payment
4221,INV00837,Store C,Shoes,137.83,4,551.32,2021-11-26 18:41:07.972843,Debit Card
919,INV00058,Store A,Shoes,117.79,1,117.79,2021-11-26 18:41:07.972843,Cash
3536,INV01344,Store C,T-Shirts,162.2,2,324.4,2021-11-26 18:41:07.972843,Online Payment
932,INV01253,Store B,T-Shirts,27.83,1,27.83,2021-11-26 18:41:07.972843,Debit Card
1124,INV01587,Store C,T-Shirts,57.64,1,57.64,2021-11-26 18:41:07.972843,Cash
5511,INV00872,Store B,Accessories,173.31,3,519.9300000000001,2021-11-26 18:41:07.972843,Cash
5921,INV00831,Store B,Jackets,36.29,3,108.87,2021-11-26 18:41:07.972843,Online Payment
2342,INV00381,Store C,Dresses,57.49,1,57.49,2021-11-26 18:41:07.972843,Debit Card
7330,INV00183,Store A,Jackets,100.2,1,100.2,2021-11-26 18:41:07.972843,Debit Card
1845,INV00998,Store A,Jeans,108.91,1,108.91,2021-11-26 18:41:07.972843,Credit Card
78,INV01479,Store A,Jeans,56.42,3,169.26,2021-11-26 18:41:07.972843,Credit Card
5382,INV00159,Store C,T-Shirts,80.27,3,240.81,2021-11-26 18:41:07.972843,Online Payment
8926,INV00549,Store B,Shoes,81.89,2,163.78,2021-11-27 18:41:07.972843,Cash
7931,INV01205,Store A,Jeans,117.99,4,471.96,2021-11-27 18:41:07.972843,Debit Card
4644,INV01824,Store B,Jackets,102.17,2,204.34,2021-11-27 18:41:07.972843,Cash
4439,INV00347,Store C,Dresses,123.39,2,246.78,2021-11-27 18:41:07.972843,Online Payment
1959,INV01616,Store B,Accessories,106.06,1,106.06,2021-11-27 18:41:07.972843,Credit Card
6935,INV00192,Store B,T-Shirts,152.24,3,456.72,2021-11-27 18:41:07.972843,Debit Card
6469,INV00898,Store B,Dresses,93.62,3,280.86,2021-11-27 18:41:07.972843,Debit Card
9241,INV00961,Store C,Dresses,164.71,2,329.42,2021-11-27 18:41:07.972843,Online Payment
4937,INV00794,Store C,T-Shirts,142.97,2,285.94,2021-11-27 18:41:07.972843,Credit Card
2943,INV01350,Store B,T-Shirts,50.41,3,151.23,2021-11-27 18:41:07.972843,Debit Card
8281,INV00260,Store B,T-Shirts,59.63,1,59.63,2021-11-27 18:41:07.972843,Credit Card
8231,INV01547,Store C,T-Shirts,163.42,2,326.84,2021-11-27 18:41:07.972843,Online Payment
9330,INV00241,Store B,Jackets,164.06,2,328.12,2021-11-28 18:41:07.972843,Cash
5893,INV01904,Store B,Jackets,167.27,1,167.27,2021-11-28 18:41:07.972843,Debit Card
4051,INV00680,Store C,Jeans,89.37,4,357.48,2021-11-28 18:41:07.972843,Credit Card
7730,INV01355,Store A,Jackets,143.51,4,574.04,2021-11-28 18:41:07.972843,Online Payment
7254,INV01518,Store B,T-Shirts,76.21,1,76.21,2021-11-28 18:41:07.972843,Cash
3737,INV01044,Store A,Dresses,47.4,2,94.8,2021-11-29 18:41:07.972843,Credit Card
2236,INV00216,Store C,Accessories,101.73,2,203.46,2021-11-29 18:41:07.972843,Credit Card
2618,INV01841,Store B,Accessories,150.4,1,150.4,2021-11-29 18:41:07.972843,Debit Card
4150,INV01284,Store A,Shoes,43.67,3,131.01,2021-11-29 18:41:07.972843,Credit Card
2247,INV00363,Store A,Jeans,113.34,2,226.68,2021-11-29 18:41:07.972843,Credit Card
1053,INV01102,Store C,Jackets,132.52,4,530.08,2021-11-29 18:41:07.972843,Credit Card
4984,INV01597,Store B,Jeans,35.17,4,140.68,2021-11-29 18:41:07.972843,Credit Card
5739,INV01135,Store C,Shoes,121.11,1,121.11,2021-11-30 18:41:07.972843,Online Payment
3180,INV00633,Store A,Dresses,152.54,3,457.62,2021-11-30 18:41:07.972843,Online Payment
8950,INV01458,Store A,Accessories,160.86,1,160.86,2021-11-30 18:41:07.972843,Online Payment
8411,INV00222,Store C,Jeans,137.45,3,412.35,2021-11-30 18:41:07.972843,Debit Card
8480,INV01547,Store C,Accessories,38.97,2,77.94,2021-11-30 18:41:07.972843,Debit Card
9250,INV01307,Store C,Dresses,73.46,3,220.38,2021-11-30 18:41:07.972843,Online Payment
7346,INV00446,Store C,Dresses,189.51,1,189.51,2021-11-30 18:41:07.972843,Online Payment
1482,INV00478,Store A,Shoes,18.14,2,36.28,2021-11-30 18:41:07.972843,Debit Card
8918,INV00485,Store B,Shoes,152.39,4,609.56,2021-11-30 18:41:07.972843,Credit Card
2165,INV00216,Store A,T-Shirts,25.49,2,50.98,2021-11-30 18:41:07.972843,Online Payment
3524,INV01235,Store A,Dresses,189.15,4,756.6,2021-11-30 18:41:07.972843,Cash
6783,INV00780,Store C,Shoes,38.62,3,115.86,2021-12-01 18:41:07.972843,Debit Card
7618,INV00919,Store C,Shoes,120.93,2,241.86,2021-12-01 18:41:07.972843,Credit Card
2951,INV00407,Store B,Shoes,171.44,2,342.88,2021-12-01 18:41:07.972843,Cash
6214,INV01559,Store B,Accessories,130.06,4,520.24,2021-12-01 18:41:07.972843,Online Payment
7286,INV01399,Store C,Accessories,87.99,3,263.97,2021-12-01 18:41:07.972843,Online Payment
6039,INV00176,Store A,Accessories,129.67,2,259.34,2021-12-02 18:41:07.972843,Debit Card
8376,INV01970,Store B,Accessories,98.37,3,295.11,2021-12-02 18:41:07.972843,Credit Card
8036,INV01752,Store B,Accessories,65.7,3,197.1,2021-12-02 18:41:07.972843,Credit Card
6171,INV00256,Store B,Accessories,69.07,4,276.28,2021-12-02 18:41:07.972843,Credit Card
3629,INV00663,Store B,Dresses,145.44,4,581.76,2021-12-02 18:41:07.972843,Online Payment
556,INV00051,Store B,Jeans,150.93,2,301.86,2021-12-02 18:41:07.972843,Credit Card
8421,INV00442,Store A,Accessories,94.94,2,189.88,2021-12-02 18:41:07.972843,Credit Card
3942,INV00199,Store B,Jeans,198.3,2,396.6,2021-12-02 18:41:07.972843,Credit Card
9693,INV01358,Store C,Dresses,192.23,4,768.92,2021-12-02 18:41:07.972843,Credit Card
9481,INV01571,Store A,Shoes,179.2,2,358.4,2021-12-02 18:41:07.972843,Cash
9435,INV01174,Store A,Accessories,89.91,3,269.73,2021-12-02 18:41:07.972843,Credit Card
3493,INV00467,Store C,Shoes,45.63,1,45.63,2021-12-02 18:41:07.972843,Credit Card
6527,INV00844,Store B,Accessories,148.63,2,297.26,2021-12-02 18:41:07.972843,Online Payment
2800,INV01662,Store B,Jeans,11.87,3,35.61,2021-12-02 18:41:07.972843,Debit Card
1847,INV00588,Store C,Accessories,65.24,2,130.48,2021-12-03 18:41:07.972843,Debit Card
7241,INV00177,Store B,Jackets,10.42,4,41.68,2021-12-03 18:41:07.972843,Debit Card
985,INV01748,Store B,Jeans,144.65,2,289.3,2021-12-03 18:41:07.972843,Cash
5299,INV00484,Store B,Accessories,115.12,4,460.48,2021-12-03 18:41:07.972843,Online Payment
3134,INV01666,Store C,Shoes,49.6,1,49.6,2021-12-03 18:41:07.972843,Credit Card
7754,INV00642,Store B,Jeans,111.96,2,223.92,2021-12-03 18:41:07.972843,Credit Card
7,INV01045,Store A,Jackets,34.07,4,136.28,2021-12-03 18:41:07.972843,Cash
8146,INV00566,Store C,Shoes,160.24,2,320.48,2021-12-03 18:41:07.972843,Cash
9819,INV00364,Store C,T-Shirts,137.43,2,274.86,2021-12-03 18:41:07.972843,Cash
127,INV00188,Store C,T-Shirts,85.16,2,170.32,2021-12-03 18:41:07.972843,Credit Card
5512,INV00322,Store C,T-Shirts,100.12,2,200.24,2021-12-04 18:41:07.972843,Debit Card
341,INV01172,Store B,Accessories,105.9,1,105.9,2021-12-04 18:41:07.972843,Credit Card
7150,INV00479,Store B,T-Shirts,28.43,2,56.86,2021-12-04 18:41:07.972843,Credit Card
8005,INV01712,Store A,Jeans,100.52,2,201.04,2021-12-04 18:41:07.972843,Debit Card
2631,INV00532,Store C,Accessories,50.58,2,101.16,2021-12-04 18:41:07.972843,Cash
2634,INV01586,Store C,Shoes,120.5,3,361.5,2021-12-04 18:41:07.972843,Cash
3434,INV00703,Store C,T-Shirts,18.85,2,37.7,2021-12-04 18:41:07.972843,Credit Card
4034,INV00383,Store C,Jeans,77.8,2,155.6,2021-12-04 18:41:07.972843,Credit Card
9849,INV01105,Store C,Dresses,89.52,4,358.08,2021-12-04 18:41:07.972843,Cash
8546,INV00904,Store B,Jeans,101.81,4,407.24,2021-12-04 18:41:07.972843,Cash
9545,INV01295,Store C,Jackets,14.18,2,28.36,2021-12-04 18:41:07.972843,Credit Card
2064,INV00814,Store C,Shoes,120.09,4,480.36,2021-12-04 18:41:07.972843,Debit Card
8362,INV00502,Store B,T-Shirts,185.18,4,740.72,2021-12-04 18:41:07.972843,Debit Card
7144,INV00628,Store C,Dresses,83.12,1,83.12,2021-12-05 18:41:07.972843,Credit Card
7021,INV01631,Store B,Accessories,21.33,3,63.99,2021-12-05 18:41:07.972843,Cash
6611,INV01541,Store C,Accessories,62.14,4,248.56,2021-12-05 18:41:07.972843,Debit Card
6749,INV01449,Store A,Jeans,71.98,2,143.96,2021-12-05 18:41:07.972843,Credit Card
8282,INV01099,Store B,Accessories,114.34,1,114.34,2021-12-05 18:41:07.972843,Credit Card
3499,INV00101,Store B,T-Shirts,170.39,1,170.39,2021-12-05 18:41:07.972843,Credit Card
8514,INV00416,Store B,Jackets,70.84,3,212.52,2021-12-05 18:41:07.972843,Debit Card
3802,INV00183,Store B,Accessories,69.27,2,138.54,2021-12-05 18:41:07.972843,Credit Card
9556,INV00537,Store A,Dresses,178.88,2,357.76,2021-12-06 18:41:07.972843,Online Payment
2175,INV01934,Store A,Accessories,13.7,3,41.1,2021-12-06 18:41:07.972843,Debit Card
2287,INV00017,Store B,Shoes,112.77,1,112.77,2021-12-06 18:41:07.972843,Credit Card
6001,INV01089,Store C,Dresses,81.39,1,81.39,2021-12-06 18:41:07.972843,Online Payment
3535,INV00520,Store C,Jeans,11.24,3,33.72,2021-12-06 18:41:07.972843,Debit Card
1828,INV01133,Store B,Accessories,184.2,3,552.5999999999999,2021-12-06 18:41:07.972843,Debit Card
4889,INV00116,Store C,Jackets,25.68,4,102.72,2021-12-06 18:41:07.972843,Debit Card
4249,INV00191,Store A,Shoes,145.94,2,291.88,2021-12-06 18:41:07.972843,Online Payment
7543,INV00363,Store B,Accessories,68.7,1,68.7,2021-12-06 18:41:07.972843,Debit Card
6399,INV01769,Store C,Jeans,48.31,2,96.62,2021-12-06 18:41:07.972843,Cash
6458,INV01531,Store A,Dresses,61.66,2,123.32,2021-12-07 18:41:07.972843,Debit Card
5626,INV01529,Store B,Jackets,63.05,3,189.15,2021-12-07 18:41:07.972843,Debit Card
7680,INV01093,Store A,Jeans,22.79,2,45.58,2021-12-07 18:41:07.972843,Credit Card
1368,INV00139,Store C,Jackets,77.84,3,233.52,2021-12-07 18:41:07.972843,Cash
7082,INV00525,Store B,Accessories,197.91,3,593.73,2021-12-07 18:41:07.972843,Online Payment
1897,INV00055,Store C,Shoes,21.74,4,86.96,2021-12-07 18:41:07.972843,Online Payment
8745,INV01249,Store C,T-Shirts,67.28,4,269.12,2021-12-07 18:41:07.972843,Online Payment
9015,INV01727,Store C,Dresses,115.85,3,347.54999999999995,2021-12-07 18:41:07.972843,Online Payment
5423,INV01117,Store C,Dresses,48.05,4,192.2,2021-12-07 18:41:07.972843,Online Payment
4829,INV00246,Store B,Accessories,67.91,1,67.91,2021-12-07 18:41:07.972843,Online Payment
4659,INV01636,Store A,Accessories,49.01,1,49.01,2021-12-07 18:41:07.972843,Debit Card
4791,INV00483,Store A,Accessories,181.35,4,725.4,2021-12-08 18:41:07.972843,Cash
894,INV01244,Store C,T-Shirts,107.16,1,107.16,2021-12-08 18:41:07.972843,Debit Card
2058,INV01298,Store B,Shoes,144.43,4,577.72,2021-12-08 18:41:07.972843,Debit Card
3295,INV00336,Store A,Jeans,74.82,1,74.82,2021-12-08 18:41:07.972843,Debit Card
7198,INV01877,Store B,T-Shirts,89.81,4,359.24,2021-12-08 18:41:07.972843,Cash
635,INV00704,Store C,Dresses,151.24,4,604.96,2021-12-08 18:41:07.972843,Online Payment
100,INV00730,Store B,Accessories,171.23,4,684.92,2021-12-08 18:41:07.972843,Credit Card
9835,INV00516,Store C,Jackets,137.86,2,275.72,2021-12-08 18:41:07.972843,Online Payment
4362,INV01961,Store A,Dresses,28.38,3,85.14,2021-12-08 18:41:07.972843,Credit Card
2698,INV00028,Store C,Accessories,178.27,1,178.27,2021-12-09 18:41:07.972843,Credit Card
4656,INV00672,Store A,T-Shirts,147.96,4,591.84,2021-12-09 18:41:07.972843,Debit Card
6213,INV00746,Store C,Dresses,186.92,3,560.76,2021-12-09 18:41:07.972843,Credit Card
4542,INV01177,Store B,Shoes,46.99,3,140.97,2021-12-09 18:41:07.972843,Debit Card
3688,INV01507,Store B,Jackets,117.93,4,471.72,2021-12-09 18:41:07.972843,Cash
3378,INV00820,Store A,T-Shirts,44.36,2,88.72,2021-12-09 18:41:07.972843,Cash
2226,INV01347,Store C,Jeans,193.54,3,580.62,2021-12-09 18:41:07.972843,Cash
7830,INV01892,Store C,Jackets,56.78,2,113.56,2021-12-09 18:41:07.972843,Online Payment
1267,INV01604,Store B,Jeans,171.09,3,513.27,2021-12-09 18:41:07.972843,Online Payment
9148,INV01725,Store B,Dresses,161.13,3,483.39,2021-12-09 18:41:07.972843,Cash
7528,INV00419,Store A,T-Shirts,21.78,1,21.78,2021-12-09 18:41:07.972843,Credit Card
9528,INV00032,Store C,T-Shirts,82.39,3,247.17,2021-12-10 18:41:07.972843,Cash
2361,INV01123,Store A,Jeans,183.41,4,733.64,2021-12-10 18:41:07.972843,Online Payment
5732,INV00010,Store A,Shoes,77.62,3,232.86,2021-12-10 18:41:07.972843,Debit Card
9989,INV01242,Store B,Jackets,43.15,4,172.6,2021-12-10 18:41:07.972843,Online Payment
8408,INV01090,Store A,Shoes,104.57,2,209.14,2021-12-10 18:41:07.972843,Credit Card
7355,INV00975,Store B,Shoes,182.27,4,729.08,2021-12-10 18:41:07.972843,Cash
4307,INV00083,Store C,Accessories,71.6,2,143.2,2021-12-10 18:41:07.972843,Online Payment
637,INV00581,Store C,Dresses,105.03,4,420.12,2021-12-11 18:41:07.972843,Credit Card
4130,INV00966,Store B,Jeans,115.26,1,115.26,2021-12-11 18:41:07.972843,Cash
